503.31496696850405,5.935554427691372
405.7154108094568,12.563751735827331
306.93807645957145,28.16007354729085
208.17134845223475,43.75472068376217
148.64600000000002,100.19680007428735
148.64600000000002,200.1910532071708
148.64600000000002,300.19719949435216
78.88647753054562,332.2211756319708
4.9326126110478725,392.83378352099356
27.98830527845764,484.3684971848162
120.81242319103372,509.802897842925
193.76519586818588,448.0440731027047
198.194,348.52983377977705
198.19400000000002,248.5232572501765
243.6967464786688,187.40334675649382
342.47705853003913,171.80643570614367
441.2455576231439,156.21138986208297
462.452,231.39511490310937
420.082228130198,289.03200000000004
331.9526077208395,327.5292067682048
324.8535351811132,421.52654111355025
407.2591766659845,470.5643804109121
494.790957526631,430.97777753291723
512,334.7434079713711
512,234.73484547788428
512,134.74762799324714
512,34.75243288223012
